Fight_ID,Fight_Date,Fighter_A_ID,Fighter_B_ID,Weight_Class,",",Fight_Duration_Seconds,Status,Winner_Fighter_ID,Method,Round_Ended
1,"July 11, 2017",461,462,bantamweight,3,900,completed,462,decision,3
2,"August 8, 2021",461,469,bantamweight,3,900,completed,461,decision,3
3,"July 9, 2022",461,470,bantamweight,3,900,completed,470,decision,3
4,"November 19, 2022",461,463,bantamweight,3,900,completed,461,decision,3
5,"June 8, 2024",461,471,bantamweight,3,442,completed,471,submission,2
6,"January 18, 2025",461,472,bantamweight,3,900,completed,472,decision,3
7,"August 15, 2023",464,139,bantamweight,3,60,completed,139,KO/TKO,1
8,"October 19, 2024",464,465,bantamweight,3,900,completed,464,decision,3
9,"May 3, 2025",464,473,bantamweight,3,900,completed,473,decision,3
10,"June 14, 2025",464,474,bantamweight,3,900,completed,474,decision,3
11,,,,,,,,,,
12,"August 19, 2025",466,467,heavyweight,3,66,completed,466,KO/TKO,1
13,"November 8, 2025",466,468,heavyweight,3,366,completed,466,KO/TKO,2
14,"November 22, 2025",475,476,heavyweight,3,900,completed,475,decision,3
15,"January 24, 2026",466,475,heavyweight,3,299,completed,466,KO/TKO,1
16,"August 8, 2017",477,478,flyweight,3,174,completed,477,submission,1
17,"December 9, 2017",477,479,flyweight,3,414,completed,477,submission,2
18,"February 24, 2018",477,480,flyweight,3,900,completed,477,decision,3
19,"August 4, 2018",477,481,flyweight,3,226,completed,477,KO/TKO,1
20,"November 30, 2018",477,482,flyweight,3,256,completed,482,KO/TKO,1
21,"March 30, 2019",477,483,flyweight,3,900,completed,477,decision,3
22,"January 25, 2020",477,484,flyweight,3,153,completed,477,submission,1
23,"June 6, 2020",477,485,flyweight,3,246,completed,477,KO/TKO,1
24,"November 21, 2020",477,486,flyweight,5,117,completed,486,submission,1
25,"July 30, 2022",477,487,flyweight,3,91,completed,487,submission,1
26,"March 2, 2024",477,488,flyweight,3,900,completed,488,decision,3
27,"April 7, 2024",477,79,flyweight,5,436,completed,477,KO/TKO,2
28,"June 15, 2024",477,489,flyweight,5,479,completed,489,KO/TKO,2
29,"November 22, 2025",477,76,flyweight,3,622,completed,76,submission,3
30,"July 23, 2022",490,488,flyweight,3,900,completed,488,decision,3
31,"November 19, 2022",490,30,flyweight,3,900,completed,490,decision,3
32,"January 14, 2023",490,491,flyweight,3,273,completed,490,KO/TKO,1
33,"February 25, 2023",490,492,flyweight,3,900,completed,492,decision,3
34,"April 29, 2023",490,493,flyweight,3,900,completed,493,decision,3
35,"November 18, 2023",490,494,flyweight,3,900,completed,494,decision,3
36,"February 3, 2024",490,495,flyweight,3,900,completed,490,decision,3
37,"May 11, 2024",490,465,flyweight,3,900,completed,490,decision,3
38,"July 13, 2024",490,496,flyweight,3,620,completed,490,KO/TKO,3
39,"October 19, 2024",490,497,flyweight,3,900,completed,490,decision,3
40,"March 1, 2025",490,498,flyweight,3,900,completed,498,decision,3
41,"August 23, 2025",490,499,flyweight,3,575,completed,490,KO/TKO,2
42,"January 24, 2026",477,490,flyweight,3,196,completed,477,KO/TKO,1
43,"August 31, 2013",500,501,heavyweight,3,694,completed,501,KO/TKO,3
44,"January 25, 2014",500,502,heavyweight,3,25,completed,500,KO/TKO,1
45,"March 15, 2014",500,503,light heavyweight,3,89,completed,503,submission,1
46,"July 19, 2014",500,504,light heavyweight,3,297,completed,500,KO/TKO,1
47,"January 25, 2015",500,505,light heavyweight,3,84,completed,500,submission,1
48,"August 23, 2015",500,506,light heavyweight,3,149,completed,500,submission,1
49,"May 8, 2016",500,507,light heavyweight,3,491,completed,500,submission,2
50,"July 30, 2016",500,508,light heavyweight,3,340,completed,500,KO/TKO,2
51,"December 10, 2016",500,509,light heavyweight,3,278,completed,509,submission,1
52,"September 15, 2018",500,250,light heavyweight,3,461,completed,250,submission,2
53,"April 13, 2019",500,503,light heavyweight,3,450,completed,500,submission,2
54,"September 14, 2019",500,260,light heavyweight,3,900,completed,260,decision,3
55,"March 14, 2020",500,510,light heavyweight,3,900,completed,500,decision,3
56,"February 27, 2021",500,137,light heavyweight,3,900,completed,137,decision,3
57,"March 19, 2022",500,67,light heavyweight,3,237,completed,67,submission,1
58,"July 23, 2022",500,255,light heavyweight,3,67,completed,500,KO/TKO,1
59,"October 22, 2022",500,511,light heavyweight,3,900,completed,500,decision,3
60,"March 11, 2023",500,512,light heavyweight,3,218,completed,500,submission,1
61,"April 12, 2025",500,513,light heavyweight,3,144,completed,513,KO/TKO,1
62,"July 26, 2025",500,515,light heavyweight,3,258,completed,515,KO/TKO,1
63,"July 15, 2020",514,350,light heavyweight,3,300,completed,514,KO/TKO,1
64,"October 17, 2020",514,516,light heavyweight,3,121,completed,516,KO/TKO,1
65,"March 27, 2021",514,517,light heavyweight,3,900,completed,517,decision,3
66,"September 4, 2021",514,518,light heavyweight,3,450,completed,518,KO/TKO,2
67,"February 11, 2023",514,351,light heavyweight,3,900,completed,514,decision,3
68,"June 17, 2023",514,352,light heavyweight,3,900,completed,514,decision,3
69,"November 4, 2023",514,519,light heavyweight,3,363,completed,519,KO/TKO,2
70,"February 22, 2025",514,153,light heavyweight,3,132,completed,514,KO/TKO,1
71,July 27,514,520,light heavyweight,3,792,completed,514,submission,3
72,"May 10, 2025",514,521,light heavyweight,3,900,completed,514,decision,3
73,"September 6, 2025",514,67,light heavyweight,3,300,completed,514,KO/TKO,1
74,"January 24, 2026",514,500,light heavyweight,3,897,completed,500,KO/TKO,3
75,"September 17, 2024",555,556,middleweight,3,540,completed,555,KO/TKO,2
76,"March 29, 2025",555,557,middleweight,3,122,completed,555,KO/TKO,1
77,"July 19, 2025",555,558,middleweight,3,70,completed,555,KO/TKO,1
78,"October 4, 2025",555,559,middleweight,3,101,completed,555,KO/TKO,1
79,"August 27, 2024",560,561,middleweight,3,900,completed,560,decision,3
80,"March 22, 2025",560,562,middleweight,3,900,completed,562,decision,3
81,"August 2, 2025",560,563,middleweight,3,391,completed,560,KO/TKO,2
82,"January 24, 2025",555,560,middleweight,3,900,completed,555,decision,3
83,"December 4, 2010",522,523,lightweight,3,900,completed,523,decision,3
84,"June 26, 2011",522,524,lightweight,3,282,completed,522,KO/TKO,1
85,"October 1, 2011",522,525,lightweight,3,180,completed,525,submission,1
86,"January 28, 2012",522,526,lightweight,3,900,completed,522,decision,3
87,"May 5, 2012",522,200,lightweight,3,900,completed,522,decision,3
88,"October 5, 2012",522,196,lightweight,3,366,completed,522,KO/TKO,1
89,"December 29, 2012",522,527,lightweight,3,900,completed,527,decision,3
90,"April 6, 2013",522,528,lightweight,3,663,completed,528,submission,3
91,"August 17, 2013",522,450,lightweight,3,900,completed,522,decision,3
92,"December 28, 2013",522,529,lightweight,3,632,completed,522,KO/TKO,3
93,"March 8, 2014",522,530,lightweight,3,900,completed,522,decision,3
94,"February 22, 2015",522,188,lightweight,3,900,completed,522,decision,3
95,"August 8, 2015",522,531,lightweight,3,900,completed,531,decision,3
96,"December 19, 2015",522,532,lightweight,3,900,completed,532,decision,3
97,"September 17, 2016",522,436,lightweight,5,95,completed,522,KO/TKO,1
98,"November 12, 2016",522,202,lightweight,3,751,completed,202,submission,3
99,"July 7, 2017",522,533,lightweight,5,588,completed,533,KO/TKO,2
100,"January 14, 2018",522,534,featherweight,3,442,completed,534,submission,2
101,"August 25, 2018",522,535,featherweight,3,900,completed,522,decision,3
102,"October 27, 2018",522,536,featherweight,3,900,completed,522,decision,3
103,"March 30, 2019",522,537,featherweight,3,854,completed,537,KO/TKO,3
104,"October 26, 2019",522,538,lightweight,3,900,completed,538,decision,3
105,"May 13, 2020",522,539,lightweight,3,325,completed,539,submission,2
106,"February 6, 2021",522,690,lightweight,3,900,completed,690,decision,3
107,"May 4, 2022",522,540,lightweight,3,502,completed,522,KO/TKO,2
108,"July 9, 2022",522,541,lightweight,3,900,completed,541,decision,3
109,"December 3, 2022",522,102,lightweight,3,900,completed,522,decision,3
110,"May 20, 2023",522,542,lightweight,3,410,completed,542,KO/TKO,2
111,"February 10, 2024",522,543,lightweight,3,900,completed,522,decision,3
112,"December 14, 2024",522,162,lightweight,3,423,completed,522,KO/TKO,2
113,"July 19, 2025",522,544,lightweight,3,900,completed,522,decision,3
114,"March 8, 2018",545,531,lightweight,3,42,completed,545,KO/TKO,1
115,"July 28, 2018",545,361,lightweight,3,900,completed,545,decision,3
116,"January 19, 2019",545,197,lightweight,3,523,completed,197,KO/TKO,2
117,"July 20, 2019",545,326,lightweight,3,900,completed,545,decision,3
118,"May 13, 2020",545,546,lightweight,3,565,completed,546,KO/TKO,2
119,"October 31, 2020",545,547,lightweight,3,106,completed,545,KO/TKO,1
120,"February 27, 2021",545,539,lightweight,3,900,completed,539,decision,3
121,"October 2, 2021",545,548,lightweight,3,80,completed,545,KO/TKO,1
122,"February 12, 2022",545,549,lightweight,3,383,completed,549,submission,2
123,"December 10, 2022",545,550,featherweight,3,570,completed,550,KO/TKO,2
124,"February 18, 2023",545,551,lightweight,3,900,completed,545,decision,3
125,"October 7, 2023",545,313,featherweight,3,900,completed,313,decision,3
126,"April 6, 2024",545,552,featherweight,3,900,completed,552,decision,3
127,"October 5, 2024",545,553,lightweight,3,900,completed,545,decision,3
128,"August 16, 2025",545,554,lightweight,3,298,completed,545,KO/TKO,1
129,"September 13, 2025",545,542,lightweight,3,526,completed,545,KO/TKO,2
130,,,,,,,,,,
131,"January 20, 2021",564,565,bantamweight,3,519,completed,564,submission,2
132,"March 5, 2022",564,234,bantamweight,3,195,completed,564,submission,1
133,"June 25, 2022",564,566,bantamweight,3,900,completed,564,decision,3
134,"January 14, 2023",564,205,bantamweight,3,280,completed,564,KO/TKO,1
135,"March 2, 2024",564,80,bantamweight,3,900,completed,564,decision,3
136,"August 3, 2024",564,567,bantamweight,5,1500,completed,564,decision,5
137,"January 18, 2025",564,568,bantamweight,5,1500,completed,568,decision,5
138,"October 25, 2025",564,232,bantamweight,3,900,completed,564,decision,3
139,"June 3, 2017",486,569,flyweight,3,600,completed,486,KO/TKO,2
140,"October 28, 2017",486,570,flyweight,3,900,completed,486,decision,3
141,"February 3, 2018",486,571,flyweight,3,574,completed,486,KO/TKO,2
142,"August 25, 2018",486,572,flyweight,3,488,completed,486,KO/TKO,2
143,"March 23, 2019",486,485,flyweight,3,900,completed,485,decision,3
144,"July 27, 2019",486,487,flyweight,3,900,completed,486,decision,3
145,"October 12, 2019",486,573,flyweight,3,188,completed,486,submission,1
146,"February 29, 2020",486,482,flyweight,5,414,completed,486,KO/TKO,2
147,"July 18, 2020",486,482,flyweight,5,288,completed,486,submission,1
,,,,,,,,,,
149,"December 12, 2020",486,574,flyweight,5,1500,completed,,decision,5
150,"June 12, 2021",486,574,flyweight,5,746,completed,574,submission,3
151,"January 22, 2022",486,574,flyweight,5,1500,completed,486,decision,5
152,"January 31, 2023",486,574,flyweight,5,900,completed,574,KO/TKO,3
153,"December 2, 2023",486,575,bantamweight,3,900,completed,486,decision,3
154,"April 13, 2024",486,576,bantamweight,3,542,completed,486,submission,2
155,"August 3, 2024",486,577,bantamweight,3,900,completed,486,decision,3
156,"November 23, 2024",486,578,bantamweight,5,1500,completed,578,decision,5
157,"May 3, 2025",486,567,bantamweight,5,548,completed,567,KO/TKO,2
158,"October 11, 2025",486,579,bantamweight,3,900,completed,486,decision,3
159,"January 24, 2026",486,564,bantamweight,3,900,completed,900,decision,3
160,"December 12, 2014",585,586,women's strawweight,5,686,completed,586,submission,3
161,"October 3, 2015",585,587,women's strawweight,3,167,completed,585,submission,1
162,"December 10, 2015",585,588,women's strawweight,5,1345,completed,585,submission,5
163,"April 16, 2016",585,589,women's strawweight,3,900,completed,585,decision,3
164,"July 3, 2016",585,590,women's strawweight,3,900,completed,590,decision,3
165,"April 5, 2017",585,591,women's strawweight,3,467,completed,585,submission,2
166,"November 4, 2017",585,133,women's strawweight,5,183,completed,585,KO/TKO,1
167,"April 7, 2018",585,133,women's strawweight,5,1500,completed,585,decision,5
168,"May 11, 2019",585,125,women's strawweight,5,478,completed,125,KO/TKO,2
169,"July 11, 2020",585,125,women's strawweight,3,900,completed,585,decision,3
170,"April 24, 2021",585,592,women's strawweight,5,78,completed,585,KO/TKO,1
171,"November 6, 2021",585,592,women's strawweight,5,1500,completed,585,decision,5
172,"May 7, 2022",585,586,women's strawweight,5,1500,completed,586,decision,5
173,"September 2, 2023",585,593,women's flyweight,3,900,completed,593,decision,3
174,"March 23, 2024",585,594,women's flyweight,5,1500,completed,585,decision,5
175,"July 13, 2024",585,595,women's flyweight,5,1500,completed,585,decision,5
176,"November 2, 2024",585,264,women's flyweight,5,1500,completed,264,decision,5
177,"June 14, 2025",585,596,women's flyweight,3,900,completed,585,decision,3
178,"June 18, 2022",580,581,women's flyweight,3,900,completed,580,decision,3
179,"November 19, 2022",580,279,women's flyweight,3,687,completed,580,KO/TKO,3
180,"May 20, 2023",580,582,women's flyweight,3,178,completed,580,KO/TKO,1
181,"August 19, 2023",580,49,women's flyweight,3,900,completed,580,decision,3
182,"February 3, 2024",580,583,women's flyweight,3,900,completed,580,decision,3
183,"September 7, 2024",580,125,women's flyweight,3,900,completed,580,decision,3
184,"May 10, 2025",580,584,women's flyweight,3,900,completed,580,decision,3
185,"January 24, 2026",580,585,women's flyweight,3,900,completed,580,decision,3
186,"June 20, 2015",68,69,featherweight,3,701,completed,68,submission,3
187,"February 27, 2016",68,70,featherweight,3,900,completed,68,decision,3
188,"March 18, 2017",68,71,featherweight,3,900,completed,68,decision,3
189,"May 27, 2018",68,72,featherweight,3,761,completed,68,submission,3
190,"March 16, 2019",68,73,featherweight,3,900,completed,68,decision,3
191,"June 6, 2019",68,74,featherweight,3,900,completed,68,decision,3
192,"January 25, 2020",68,75,featherweight,3,900,completed,68,decision,3
193,"April 10, 2021",68,597,featherweight,3,900,completed,68,decision,3
194,"March 19, 2022",68,598,featherweight,3,153,completed,68,KO/TKO,1
195,"October 29, 2022",68,599,featherweight,5,308,completed,68,KO/TKO,2
196,"April 23, 2023",68,600,featherweight,5,1500,completed,600,decision,5
197,"January 20, 2024",68,601,featherweight,3,900,completed,601,decision,3
198,"July 27, 2024",68,454,featherweight,3,900,completed,68,decision,3
199,"September 5, 2023",602,603,featherweight,3,900,completed,602,decision,3
200,"January 13, 2024",602,315,featherweight,3,252,completed,602,KO/TKO,1
201,"June 29, 2024",602,604,featherweight,3,382,completed,602,KO/TKO,2
202,"July 13, 2024",602,546,lightweight,3,688,completed,602,KO/TKO,3
203,"February 22, 2025",602,165,featherweight,3,255,completed,602,KO/TKO,1
204,"April 12, 2025",602,605,featherweight,3,532,completed,602,submission,2
205,"September 13, 2025",602,606,featherweight,5,588,completed,606,KO/TKO,2
206,"January 24, 2026",602,68,featherweight,3,900,completed,602,decision,3
207,"April 19, 2014",617,618,heavyweight,3,263,completed,617,KO/TKO,1
208,"July 6, 2014",617,619,heavyweight,3,210,completed,617,KO/TKO,1
209,"September 5, 2014",617,620,heavyweight,3,41,completed,620,KO/TKO,1
210,"February 18, 2015",617,621,heavyweight,3,498,completed,617,KO/TKO,2
211,"June 6, 2015",617,410,heavyweight,3,348,completed,410,KO/TKO,2
212,"October 3, 2015",617,622,heavyweight,3,675,completed,617,KO/TKO,3
213,"February 6, 2016",617,623,heavyweight,3,137,completed,617,KO/TKO,1
214,"April 6, 2016",617,624,heavyweight,3,288,completed,617,KO/TKO,1
215,"July 7, 2016",617,625,heavyweight,3,900,completed,617,decision,3
216,"December 6, 2016",617,87,heavyweight,5,1122,completed,617,KO/TKO,4
217,"February 19, 2017",617,626,heavyweight,5,492,completed,617,KO/TKO,2
218,"June 10, 2017",617,274,heavyweight,5,1131,completed,274,KO/TKO,4
219,"February 18, 2018",617,627,heavyweight,3,768,completed,617,KO/TKO,3
220,"July 7, 2018",617,269,heavyweight,3,900,completed,617,decision,3
221,"October 6, 2018",617,628,heavyweight,3,889,completed,617,KO/TKO,3
222,"November 3, 2018",617,629,heavyweight,5,434,completed,629,submission,2
223,"March 9, 2019",617,277,heavyweight,5,418,completed,277,KO/TKO,2
224,"November 2, 2019",617,630,heavyweight,3,900,completed,617,decision,3
225,"February 8, 2020",617,251,heavyweight,3,900,completed,617,decision,3
226,"August 8, 2020",617,273,heavyweight,5,321,completed,617,KO/TKO,2
227,"February 20, 2021",617,268,heavyweight,5,376,completed,617,KO/TKO,2
228,"August 7, 2021",617,631,heavyweight,5,851,completed,631,KO/TKO,3
229,"December 18, 2021",617,278,heavyweight,5,216,completed,617,KO/TKO,1
230,"February 12, 2022",617,632,heavyweight,3,400,completed,632,KO/TKO,2
231,"June 30, 2022",617,614,heavyweight,3,55,completed,614,KO/TKO,1
232,"February 4, 2023",617,613,heavyweight,5,185,completed,613,submission,1
233,"July 29, 2023",617,506,heavyweight,3,33,completed,617,KO/TKO,1
234,"November 4, 2023",617,82,heavyweight,5,1500,completed,82,decision,5
235,"May 11, 2024",617,633,heavyweight,5,649,completed,617,KO/TKO,3
236,"July 12, 2025",617,634,heavyweight,5,35,completed,617,KO/TKO,1
237,"August 2, 2022",607,608,heavyweight,3,220,completed,607,KO/TKO,1
238,"October 29, 2022",607,609,heavyweight,3,900,completed,607,decision,3
239,"November 19, 2022",607,610,heavyweight,3,900,completed,607,decision,3
240,"April 29, 2023",607,506,heavyweight,3,900,completed,506,decision,3
241,"August 26, 2023",607,611,heavyweight,3,183,completed,607,KO/TKO,1
242,"January 13, 2024",607,158,heavyweight,3,900,completed,607,decision,3
243,"May 11, 2024",607,612,heavyweight,3,900,completed,607,decision,3
244,"March 15, 2025",607,512,heavyweight,3,588,completed,607,KO/TKO,2
245,"June 7, 2025",607,613,heavyweight,3,900,completed,607,decision,3
246,"August 23, 2025",607,614,heavyweight,3,900,completed,614,decision,3
247,"November 1, 2025",607,615,heavyweight,3,239,completed,607,KO/TKO,1
248,"November 22, 2025",607,616,heavyweight,3,82,completed,607,KO/TKO,1
249,"January 24, 2026",607,617,heavyweight,3,494,completed,607,KO/TKO,2
250,"July 18, 2017",635,636,bantamweight,3,254,completed,635,KO/TKO,1
251,"December 1, 2017",635,637,bantamweight,3,900,completed,635,decision,3
252,"March 3, 2018",635,638,bantamweight,3,900,completed,635,decision,3
253,"March 7, 2020",635,639,bantamweight,3,122,completed,635,KO/TKO,1
254,"June 6, 2020",635,425,bantamweight,3,114,completed,635,KO/TKO,1
255,"August 15, 2020",635,577,bantamweight,3,280,completed,577,KO/TKO,1
256,"March 27, 2021",635,640,bantamweight,3,832,completed,635,KO/TKO,3
257,"July 10, 2021",635,641,bantamweight,3,873,completed,635,KO/TKO,3
258,"December 11, 2021",635,642,bantamweight,3,282,completed,635,KO/TKO,1
259,"July 2, 2022",635,643,bantamweight,3,489,completed,,No Contest,2
260,"October 22, 2022",635,578,bantamweight,3,900,completed,635,decision,3
261,"August 19, 2023",635,644,bantamweight,5,351,completed,635,KO/TKO,2
262,"March 9, 2024",635,577,bantamweight,5,1500,completed,635,decision,5
263,"September 14, 2024",635,568,bantamweight,5,1500,completed,568,decision,5
264,"June 7, 2025",635,568,bantamweight,5,882,completed,568,submission,3
265,"November 25, 2017",645,646,bantamweight,3,256,completed,645,submission,1
266,"June 23, 2018",645,647,bantamweight,3,599,completed,645,KO/TKO,2
267,"November 24, 2018",645,648,bantamweight,3,900,completed,645,decision,3
268,"July 6, 2019",645,649,bantamweight,3,124,completed,645,KO/TKO,1
269,"December 7, 2019",645,262,bantamweight,3,900,completed,,decision,3
270,"May 16, 2020",645,577,bantamweight,3,900,completed,645,decision,3
271,"March 6, 2021",645,650,bantamweight,3,900,completed,650,decision,3
272,"August 7, 2021",645,23,bantamweight,3,900,completed,645,decision,3
273,"November 12, 2021",645,651,bantamweight,3,395,completed,645,KO/TKO,2
274,"March 12, 2022",645,652,bantamweight,3,126,completed,645,KO/TKO,1
275,"September 17, 2022",645,567,bantamweight,5,1200,completed,567,KO/TKO,4
276,"April 29, 2023",645,474,bantamweight,5,1270,completed,645,KO/TKO,5
277,"December 9, 2023",645,653,bantamweight,5,1500,completed,645,decision,5
278,"March 9, 2024",645,578,bantamweight,3,900,completed,578,decision,3
279,"February 22, 2025",645,654,bantamweight,5,900,completed,645,decision,3
280,"January 24, 2026",645,635,bantamweight,3,900,completed,635,decision,3
281,"January 7, 2011",658,659,women's featherweight,3,14,completed,658,KO/TKO,1
282,"September 10, 2011",658,430,women's bantamweight,3,593,completed,430,KO/TKO,2
283,"August 13, 2013",658,660,women's bantamweight,3,128,completed,658,KO/TKO,1
284,"November 6, 2013",658,661,women's bantamweight,3,236,completed,658,KO/TKO,1
285,"September 27, 2014",658,662,women's bantamweight,3,681,completed,662,KO/TKO,3
286,"March 15, 2015",658,664,women's bantamweight,3,106,completed,658,KO/TKO,1
287,"August 8, 2015",658,663,women's bantamweight,3,173,completed,658,submission,1
288,"March 15, 2016",658,665,women's bantamweight,3,900,completed,658,decision,3
289,"July 9, 2016",658,667,women's bantamweight,5,196,completed,658,submission,1
290,"December 30, 2016",658,666,women's bantamweight,5,48,completed,658,KO/TKO,1
291,"September 29, 2017",658,665,women's bantamweight,5,1500,completed,658,decision,5
292,"May 12, 2018",658,668,women's bantamweight,5,1356,completed,658,KO/TKO,5
293,"December 29, 2018",658,669,women's featherweight,5,51,completed,658,KO/TKO,1
294,"July 6, 2019",658,348,women's bantamweight,5,250,completed,658,KO/TKO,1
295,"December 14, 2019",658,661,women's featherweight,5,1500,completed,658,decision,5
296,"June 6, 2020",658,670,women's featherweight,5,1500,completed,658,decision,5
297,"March 6, 2021",658,671,women's featherweight,5,123,completed,658,submission,1
298,"December 11, 2021",658,657,women's bantamweight,5,506,completed,657,submission,2
299,"July 30, 2022",658,657,women's bantamweight,5,1500,completed,658,decision,5
300,"June 10, 2023",658,33,women's bantamweight,5,1500,completed,658,decision,5
301,"April 13, 2024",655,348,women's bantamweight,3,407,completed,655,submission,2
302,"October 5, 2024",655,656,women's bantamweight,3,900,completed,655,decision,3
303,"June 7, 2025",655,657,women's bantamweight,5,595,completed,655,submission,2
304,,,,,,,,,,
305,"December 2, 2017",533,672,lightweight,3,839,completed,672,KO/TKO,3
306,"April 14, 2018",533,436,lightweight,5,933,completed,436,KO/TKO,4
307,"August 25, 2018",533,673,lightweight,5,87,completed,533,KO/TKO,1
308,"March 30, 2019",533,188,lightweight,5,150,completed,533,KO/TKO,1
309,"September 14, 2019",533,197,lightweight,5,258,completed,533,KO/TKO,1
310,"May 9, 2020",533,200,lightweight,5,1419,completed,533,KO/TKO,5
311,"October 24, 2020",533,202,lightweight,5,394,completed,202,submission,2
312,"November 6, 2021",533,435,lightweight,3,900,completed,533,decision,3
313,"May 7, 2022",533,674,lightweight,5,202,completed,674,submission,1
314,"March 18, 2023",533,675,lightweight,3,900,completed,533,decision,3
315,"July 29, 2023",533,436,lightweight,5,360,completed,533,KO/TKO,2
316,"April 13, 2024",533,600,lightweight,5,1499,completed,600,KO/TKO,5
317,"March 8, 2025",533,675,lightweight,3,900,completed,533,decision,3
318,"September 4, 2021",676,677,lightweight,3,265,completed,676,KO/TKO,1
319,"March 19, 2022",676,678,lightweight,3,229,completed,676,submission,1
320,"July 23, 2022",676,679,lightweight,3,466,completed,676,submission,2
321,"December 10, 2022",676,680,lightweight,3,900,completed,676,decision,3
322,"December 16, 2023",676,200,lightweight,3,900,completed,676,decision,3
323,"July 27, 2024",676,681,lightweight,3,202,completed,676,submission,1
324,"April 12, 2025",676,435,lightweight,5,787,completed,676,KO/TKO,3
325,"January 24, 2026",533,676,lightweight,5,1500,completed,533,decision,5
326,"March 15, 2025",545,206,lightweight,3,900,completed,545,decision,3
327,"August 12, 2025",682,683,welterweight,3,900,completed,682,decision,3
328,"July 30, 2022",684,685,welterweight,3,669,completed,685,KO/TKO,3
329,"February 4, 2023",684,686,welterweight,3,276,completed,684,KO/TKO,1
330,"June 10, 2023",684,687,welterweight,3,366,completed,687,submission,3
331,"June 15, 2024",684,688,welterweight,3,900,completed,684,decision,3
332,"July 19, 2025",684,689,welterweight,3,246,completed,689,KO/TKO,1
333,"January 24, 2026",684,682,welterweight,3,299,completed,682,KO/TKO,1
334,"May 22, 2025",16,17,flyweight,3,554,completed,16,KO/TKO,2
335,"August 22, 2025",16,711,flyweight,3,285,completed,16,submission,1
336,"September 17, 2024",691,712,bantamweight,3,900,completed,712,decision,3
337,"May 22, 2025",691,713,flyweight,3,228,completed,691,KO/TKO,1
338,"August 22, 2025",691,714,flyweight,3,900,completed,691,decision,3
339,,,,,,,,,,
340,"May 23, 2025",693,717,bantamweight,3,900,completed,693,decison,3
341,"August 22, 2025",693,718,bantamweight,3,408,completed,693,KO/TKO,2
342,"May 23, 2025",692,715,bantamweight,3,228,completed,692,KO/TKO,1
343,"August 22, 2025",692,716,bantamweight,3,900,completed,692,decison,3
344,"January 31, 2026",692,693,bantamweight,3,900,completed,693,decision,3
345,"May 23, 2025",697,727,lightweight,3,900,completed,697,decision,3
346,"August 22, 2025",697,728,lightweight,3,900,completed,697,decision,3
347,"May 28, 2023",696,723,lightweight,3,188,completed,696,submission,1
348,"August 27, 2023",696,724,lightweight,3,900,completed,724,decision,3
