Fight_ID,Fighter_ID,Opponent_ID,Result,Duration,Significant_Strikes_Landed,Significant_Strikes_Attempted,Takedowns_Landed,Takedowns_Attempted,Knockdowns,Control_Time
311,202,533,W,394,29,45,0,0,0,14
312,533,435,W,900,116,183,0,0,1,97
312,435,533,L,900,103,245,1,6,0,3
313,533,674,L,202,21,33,0,0,1,13
313,674,533,W,202,30,47,0,1,1,39
314,533,675,W,900,103,171,1,3,0,5
314,675,533,L,900,97,169,0,0,0,0
315,533,436,W,360,41,66,0,0,1,1
315,436,533,L,360,27,52,0,0,0,0
316,533,600,L,1499,103,199,0,0,0,0
316,600,533,W,1499,181,309,0,0,1,0
317,533,675,W,900,72,134,0,3,1,92
317,675,533,L,900,68,119,2,2,0,40
318,676,677,W,265,47,81,0,2,1,10
318,677,676,L,265,25,51,1,1,0,27
319,676,678,W,229,3,6,1,2,0,53
319,678,676,L,229,7,9,0,0,0,163
320,676,679,W,466,17,39,1,1,0,104
320,679,676,L,466,16,22,3,9,0,290
321,676,680,W,900,63,155,0,3,0,35
321,680,676,L,900,60,103,3,6,0,388
322,676,200,W,900,106,165,1,4,1,533
322,200,676,L,900,62,105,0,0,0,0
323,676,681,W,202,8,13,0,0,0,0
323,681,676,L,202,15,21,1,1,0,34
324,676,435,W,787,80,143,1,2,0,291
324,435,676,L,787,11,28,4,7,0,164
325,533,676,W,1500,144,254,3,3,2,355
325,676,533,L,1500,156,311,0,5,0,48
326,545,206,W,900,59,149,4,5,0,399
326,206,545,L,900,71,171,0,0,0,32
327,682,683,W,900,84,246,0,0,0,0
327,683,682,L,900,57,191,1,2,0,54
328,684,685,L,669,64,113,1,8,0,111
328,685,684,W,669,83,151,0,1,2,12
329,684,686,W,276,21,33,4,7,0,173
329,686,684,L,276,10,24,0,1,0,1
330,684,687,L,366,9,28,0,0,0,7
330,687,684,W,366,19,41,2,2,1,86
331,684,688,W,900,80,205,0,2,0,0
331,688,684,L,900,53,126,0,0,0,0
332,684,689,L,246,14,27,0,3,0,59
332,689,684,W,246,21,41,0,0,1,2
333,682,684,W,299,59,121,0,0,1,3
333,684,682,L,299,36,73,0,2,0,0
334,16,17,W,554,33,89,2,6,1,107
334,17,16,L,554,37,70,0,0,0,0
335,16,711,W,285,16,35,0,2,1,128
335,711,16,L,285,13,22,0,0,0,0
336,691,712,L,900,76,135,0,2,0,60
336,712,691,W,900,75,180,5,11,0,134
337,691,713,W,228,8,26,1,1,0,61
337,713,691,L,228,0,1,0,0,0,0
338,691,714,W,900,80,120,1,8,1,28
338,714,691,L,900,94,243,1,6,0,13
,,,,,,,,,,
,,,,,,,,,,
340,693,717,W,900,71,140,6,12,1,439
340,717,693,L,900,43,129,0,1,2,64
341,693,718,W,408,14,55,0,5,1,70
341,718,693,L,408,23,54,0,1,0,0
342,692,715,W,228,24,40,0,0,1,5
342,715,692,L,228,19,37,0,1,0,0
343,692,716,W,900,54,112,0,0,1,3
343,716,692,L,900,37,103,0,9,0,3
,,,,,,,,,,
,,,,,,,,,,
345,697,727,W,900,39,70,2,5,0,484
345,727,697,L,900,40,56,0,0,0,254
346,697,728,W,900,29,55,3,3,0,618
346,728,697,L,900,4,11,4,5,0,182
347,696,723,W,188,7,15,0,1,0,9
347,723,696,L,188,12,29,1,3,0,32
348,696,724,L,900,94,181,2,10,0,149
348,724,696,W,900,132,248,0,0,1,4
349,696,725,W,533,40,62,0,1,0,161
349,725,696,L,533,15,28,3,11,0,222
350,696,726,W,522,50,72,3,5,0,209
350,726,696,L,522,37,56,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
352,695,721,W,900,57,137,0,4,0,2
352,721,695,L,900,17,67,2,13,0,155
353,695,722,W,47,10,15,0,0,1,25
353,722,695,L,47,3,4,0,0,0,0
354,694,719,W,444,29,55,0,0,1,2
354,719,694,L,444,28,70,0,6,0,0
355,694,720,W,900,88,215,0,1,0,0
355,720,694,L,900,48,155,3,12,0,89
,,,,,,,,,,
,,,,,,,,,,
357,699,732,W,134,11,12,3,3,0,71
357,732,699,L,134,6,13,0,1,0,2
358,699,733,W,900,32,77,6,9,0,227
358,733,699,L,900,32,65,6,14,0,273
359,699,734,L,900,24,58,5,21,0,499
359,734,699,W,900,25,57,0,0,0,50
360,699,735,W,148,7,12,0,0,0,42
360,735,699,L,148,1,2,1,2,0,63
361,699,736,W,900,62,158,2,13,0,118
361,736,699,L,900,43,84,1,4,0,143
362,699,720,W,183,13,19,0,3,0,20
362,720,699,L,183,9,32,1,1,0,19
363,699,737,L,900,41,92,0,4,0,4
363,737,699,W,900,76,112,2,2,1,395
364,699,315,W,37,13,18,0,0,2,6
364,315,699,L,37,0,2,0,0,0,0
365,698,729,L,390,12,28,0,0,0,93
365,729,698,W,390,31,67,0,0,1,2
366,698,730,L,900,31,66,0,6,0,215
366,730,698,W,900,32,92,2,2,0,336
367,698,731,W,182,1,1,1,1,0,116
367,731,698,L,182,1,4,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
369,701,738,W,900,58,129,4,9,0,265
369,738,701,L,900,42,110,0,0,0,61
370,701,739,W,900,70,111,3,5,0,538
370,739,701,L,900,23,61,2,2,1,116
371,701,740,W,900,44,125,1,2,0,296
371,740,701,L,900,36,93,1,9,0,118
372,701,741,W,640,65,117,0,0,1,5
372,741,701,L,640,24,70,0,0,0,6
373,701,742,L,900,10,31,0,2,0,104
373,742,701,W,900,33,61,6,9,0,615
374,700,743,W,181,1,4,1,2,0,74
374,743,700,L,181,5,6,1,2,0,79
375,700,744,W,900,85,192,0,0,1,9
375,744,700,L,900,67,168,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
377,703,57,L,18,0,2,0,0,0,0
377,57,703,W,18,7,11,0,0,1,0
378,703,96,W,900,27,55,8,24,0,701
378,96,703,L,900,21,47,0,0,0,0
379,703,747,W,900,80,128,6,16,0,557
379,747,703,L,900,52,90,0,0,0,27
380,703,59,L,900,33,55,7,14,0,429
380,59,703,W,900,45,74,2,2,0,204
381,703,331,W,900,83,164,9,13,0,457
381,331,703,L,900,34,102,0,0,0,4
382,703,329,L,255,28,39,1,3,0,219
382,329,703,W,255,2,4,1,1,0,26
383,703,748,W,339,20,40,0,3,0,32
383,748,703,L,339,13,42,1,2,0,13
384,702,745,W,463,7,12,7,11,0,393
384,745,702,L,463,18,34,0,0,0,5
385,702,704,W,900,28,53,10,14,0,701
385,704,702,L,900,32,65,0,0,0,6
386,702,746,W,250,35,35,1,1,0,240
386,746,702,L,250,0,3,0,0,0,0
387,702,558,W,900,4,8,8,17,0,796
387,558,702,L,900,23,39,0,0,0,16
,,,,,,,,,,
,,,,,,,,,,
389,329,330,L,143,19,23,1,3,0,127
389,330,329,W,143,15,16,0,0,0,6
390,329,331,L,900,28,53,0,1,0,115
390,331,329,W,900,14,40,4,15,0,561
391,329,141,W,221,4,8,1,4,0,35
391,141,329,L,221,29,56,1,1,0,112
392,329,749,W,230,15,39,1,2,1,78
392,749,329,L,230,8,25,0,0,0,0
393,329,517,L,517,0,2,3,3,0,113
393,517,329,W,517,15,29,0,0,0,72
394,329,750,L,388,20,29,0,0,1,64
394,750,329,W,388,10,15,1,7,0,259
395,329,3,L,900,3,10,2,4,0,143
395,3,329,W,900,17,22,0,0,0,708
396,329,751,W,109,9,12,1,1,0,85
396,751,329,L,109,10,12,0,0,0,0
397,329,752,L,518,4,12,0,0,0,33
397,752,329,W,518,8,13,3,6,0,445
398,329,96,NC,37,1,2,0,1,0,3
398,96,329,NC,37,23,30,0,0,0,27
399,329,219,W,285,44,79,0,1,1,48
399,219,329,L,285,37,73,0,0,0,30
400,329,4,D,636,30,67,0,0,0,1
400,4,329,D,636,73,25,73,0,0,7
401,329,753,L,900,31,65,3,7,0,328
401,753,329,W,900,26,72,0,0,0,192
402,704,754,W,178,26,52,1,2,2,52
402,754,704,L,178,14,31,0,0,0,0
403,704,748,W,161,12,36,0,0,1,36
403,748,704,L,161,7,13,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
405,705,515,L,513,20,28,1,1,0,220
405,515,705,W,513,47,71,0,0,0,84
406,705,152,W,900,35,68,0,3,0,0
406,152,705,L,900,28,78,0,0,0,0
407,705,755,W,213,17,23,0,0,1,21
407,705,755,L,213,14,17,0,0,0,0
408,771,756,L,900,22,61,0,0,0,0
408,756,771,W,900,7,29,2,12,0,723
409,771,85,W,84,8,13,0,0,1,4
409,85,771,L,84,2,9,0,1,0,17
410,771,506,L,374,11,27,0,0,0,0
410,506,771,W,374,33,46,1,3,1,206
411,771,757,L,296,5,8,0,0,0,0
411,757,771,W,296,4,4,2,3,0,234
412,771,758,W,425,71,128,0,0,0,2
412,758,771,L,425,53,118,1,8,0,46
413,771,759,L,565,24,38,0,0,0,27
413,759,771,W,565,11,22,5,9,0,471
,,,,,,,,,,
,,,,,,,,,,
415,,,,,,,,,,
415,,,,,,,,,,
